id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_cosponsor_subjects_1_text,top_cosponsor_subjects_1_count,top_cosponsor_subjects_2_text,top_cosponsor_subjects_2_count,top_cosponsor_subjects_3_text,top_cosponsor_subjects_3_count,top_cosponsor_subjects_4_text,top_cosponsor_subjects_4_count,top_cosponsor_subjects_5_text,top_cosponsor_subjects_5_count,top_sponsor_subjects,top_sponsor_subjects_1_text,top_sponsor_subjects_1_count,top_sponsor_subjects_2_text,top_sponsor_subjects_2_count,top_sponsor_subjects_3_text,top_sponsor_subjects_3_count,top_sponsor_subjects_4_text,top_sponsor_subjects_4_count,top_sponsor_subjects_5_text,top_sponsor_subjects_5_count,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
G000565,10,26,255,0.464891041,147,0.767,13.34,Paul Gosar,R,4,26,0.334935897,68,AZ,"[(Health, 29), (Public lands and natural resources, 26), (Environmental protection, 22), (Taxation, 21), (Government operations and politics, 20)]",Health,29,Public lands and natural resources,26,Environmental protection,22,Taxation,21,Government operations and politics,20,"[(Public lands and natural resources, 7), (International affairs, 3), (Health, 3), (Government operations and politics, 2), (Crime and law enforcement, 2)]",Public lands and natural resources,7,International affairs,3,Health,3,Government operations and politics,2,Crime and law enforcement,2,1192,91.77,red,20,0.384615385,house,113
G000564,16,19,312,0.500791581,89,0.535,1.17,Chris Gibson,R,4,19,0.183333333,185,NY,"[(Health, 61), (Armed forces and national security, 44), (Taxation, 32), (Government operations and politics, 28), (International affairs, 21)]",Health,61,Armed forces and national security,44,Taxation,32,Government operations and politics,28,International affairs,21,"[(Armed forces and national security, 5), (Health, 4), (Taxation, 3), (Public lands and natural resources, 2), (Government operations and politics, 1)]",Armed forces and national security,5,Health,4,Taxation,3,Public lands and natural resources,2,Government operations and politics,1,1192,72.84,red,20,0.842105263,house,113
G000563,0,3,194,0.499301066,91,0.621,1.26,Bob Gibbs,R,4,3,0.369444444,48,OH,"[(Health, 35), (Taxation, 21), (Armed forces and national security, 18), (Government operations and politics, 16), (Environmental protection, 12)]",Health,35,Taxation,21,Armed forces and national security,18,Government operations and politics,16,Environmental protection,12,"[(Environmental protection, 2), (Public lands and natural resources, 1)]",Environmental protection,2,Public lands and natural resources,1,,,,,,,1192,95.92,red,20,0,house,113
G000562,8,27,197,0.496675311,94,0.788,2.01,Cory Gardner,R,4,27,0.275617284,110,CO,"[(Health, 39), (Taxation, 28), (Armed forces and national security, 18), (International affairs, 12), (Crime and law enforcement, 11)]",Health,39,Taxation,28,Armed forces and national security,18,International affairs,12,Crime and law enforcement,11,"[(Taxation, 8), (Energy, 5), (Government operations and politics, 3), (Health, 3), (Armed forces and national security, 2)]",Taxation,8,Energy,5,Government operations and politics,3,Health,3,Armed forces and national security,2,1192,92.29,red,20,0.296296296,house,113
G000560,1,7,149,0.475323789,129,1,1.43,Tom Graves,R,6,7,0.158333333,203,GA,"[(Health, 22), (Taxation, 14), (Finance and financial sector, 13), (Armed forces and national security, 12), (Government operations and politics, 12)]",Health,22,Taxation,14,Finance and financial sector,13,Armed forces and national security,12,Government operations and politics,12,"[(Health, 2), (Economics and public finance, 1), (Congress, 1), (Transportation and public works, 1), (Foreign trade and international finance, 1)]",Health,2,Economics and public finance,1,Congress,1,Transportation and public works,1,Foreign trade and international finance,1,1192,92.09,red,20,0.142857143,house,113
C000059,4,14,214,0.542248422,46,0.548,1.43,Ken Calvert,R,22,14,0.305357143,92,CA,"[(Armed forces and national security, 34), (Taxation, 27), (Health, 25), (Government operations and politics, 22), (International affairs, 15)]",Armed forces and national security,34,Taxation,27,Health,25,Government operations and politics,22,International affairs,15,"[(Armed forces and national security, 4), (Public lands and natural resources, 4), (Environmental protection, 2), (Economics and public finance, 1), (Immigration, 1)]",Armed forces and national security,4,Public lands and natural resources,4,Environmental protection,2,Economics and public finance,1,Immigration,1,1192,94.04,red,20,0.285714286,house,113
G000569,28,31,318,0.470784412,138,0.344,7.3,Mike Grimm,R,4,31,0.31155914,84,NY,"[(Health, 49), (International affairs, 44), (Taxation, 34), (Armed forces and national security, 33), (Government operations and politics, 20)]",Health,49,International affairs,44,Taxation,34,Armed forces and national security,33,Government operations and politics,20,"[(Taxation, 5), (Finance and financial sector, 4), (Transportation and public works, 4), (International affairs, 4), (Armed forces and national security, 3)]",Taxation,5,Finance and financial sector,4,Transportation and public works,4,International affairs,4,Armed forces and national security,3,1192,88.6,red,20,0.903225806,house,113
G000568,6,14,149,0.485561532,111,0.87,0.76,Morgan Griffith,R,4,14,0.158333333,203,VA,"[(Health, 32), (Armed forces and national security, 14), (Taxation, 14), (Crime and law enforcement, 14), (International affairs, 14)]",Health,32,Armed forces and national security,14,Taxation,14,Crime and law enforcement,14,International affairs,14,"[(Health, 6), (Public lands and natural resources, 2), (Government operations and politics, 1), (Crime and law enforcement, 1), (Labor and employment, 1)]",Health,6,Public lands and natural resources,2,Government operations and politics,1,Crime and law enforcement,1,Labor and employment,1,1192,89.86,red,20,0.428571429,house,113
C000754,3,7,177,0.535608088,54,-0.269,1.76,Jim Cooper,D,12,7,0.275862069,110,TN,"[(Armed forces and national security, 20), (Health, 19), (Government operations and politics, 19), (Finance and financial sector, 14), (International affairs, 14)]",Armed forces and national security,20,Health,19,Government operations and politics,19,Finance and financial sector,14,International affairs,14,"[(Congress, 4), (Government operations and politics, 1), (Economics and public finance, 1), (Health, 1)]",Congress,4,Government operations and politics,1,Economics and public finance,1,Health,1,,,1192,87.36,blue,20,0.428571429,house,113
J000294,4,16,223,0.571158839,25,-0.439,2.68,Hakeem Jeffries,D,2,16,0.482758621,29,NY,"[(Health, 30), (International affairs, 28), (Government operations and politics, 23), (Crime and law enforcement, 22), (Taxation, 16)]",Health,30,International affairs,28,Government operations and politics,23,Crime and law enforcement,22,Taxation,16,"[(Commerce, 3), (Housing and community development, 3), (Crime and law enforcement, 2), (Education, 1), (Water resources development, 1)]",Commerce,3,Housing and community development,3,Crime and law enforcement,2,Education,1,Water resources development,1,1192,94.22,blue,20,0.25,house,113
J000295,5,5,310,0.434780911,195,0.508,1.68,Dave Joyce,R,2,5,0.253333333,123,OH,"[(Health, 70), (Taxation, 31), (Government operations and politics, 28), (Armed forces and national security, 25), (International affairs, 25)]",Health,70,Taxation,31,Government operations and politics,28,Armed forces and national security,25,International affairs,25,"[(Environmental protection, 2), (Housing and community development, 2), (Education, 1)]",Environmental protection,2,Housing and community development,2,Education,1,,,,,1192,89.33,red,20,1,house,113
J000296,2,6,139,0.435835351,192,,0,David Jolly,R,2,6,0.158333333,203,FL,"[(Health, 23), (Armed forces and national security, 22), (Taxation, 15), (Crime and law enforcement, 12), (Government operations and politics, 11)]",Health,23,Armed forces and national security,22,Taxation,15,Crime and law enforcement,12,Government operations and politics,11,"[(Taxation, 3), (Emergency management, 1), (Armed forces and national security, 1), (Transportation and public works, 1)]",Taxation,3,Emergency management,1,Armed forces and national security,1,Transportation and public works,1,,,437,87.19,red,20,0.333333333,house,113
L000570,6,18,257,0.502918288,106,-0.366,1.17,Ben Luján,D,6,18,0.291187739,104,NM,"[(Health, 65), (Education, 21), (Taxation, 20), (Armed forces and national security, 16), (Crime and law enforcement, 12)]",Health,65,Education,21,Taxation,20,Armed forces and national security,16,Crime and law enforcement,12,"[(Native Americans, 5), (Public lands and natural resources, 5), (Energy, 2), (Health, 2), (Education, 2)]",Native Americans,5,Public lands and natural resources,5,Energy,2,Health,2,Education,2,1192,93.72,blue,20,0.333333333,house,113
J000290,8,20,281,0.483529077,114,0.803,0.25,Lynn Jenkins,R,6,20,0.320625,73,KS,"[(Health, 74), (Taxation, 33), (Armed forces and national security, 21), (International affairs, 20), (Government operations and politics, 19)]",Health,74,Taxation,33,Armed forces and national security,21,International affairs,20,Government operations and politics,19,"[(Taxation, 7), (Health, 5), (Government operations and politics, 3), (Congress, 3), (Foreign trade and international finance, 1)]",Taxation,7,Health,5,Government operations and politics,3,Congress,3,Foreign trade and international finance,1,1192,92.94,red,20,0.4,house,113
L000576,1,5,328,0.426201795,206,0.754,0,Billy Long,R,4,5,0.253333333,123,MO,"[(Health, 70), (Taxation, 30), (International affairs, 28), (Armed forces and national security, 24), (Government operations and politics, 21)]",Health,70,Taxation,30,International affairs,28,Armed forces and national security,24,Government operations and politics,21,"[(Taxation, 2), (Foreign trade and international finance, 1), (Government operations and politics, 1), (Health, 1)]",Taxation,2,Foreign trade and international finance,1,Government operations and politics,1,Health,1,,,1192,96.31,red,20,0.2,house,113
L000575,3,10,193,0.497936243,93,0.712,9.31,James Lankford,R,4,10,0.221666667,150,OK,"[(Health, 30), (Government operations and politics, 20), (Armed forces and national security, 16), (International affairs, 15), (Crime and law enforcement, 14)]",Health,30,Government operations and politics,20,Armed forces and national security,16,International affairs,15,Crime and law enforcement,14,"[(Government operations and politics, 2), (Economics and public finance, 2), (Armed forces and national security, 1), (Finance and financial sector, 1), (International affairs, 1)]",Government operations and politics,2,Economics and public finance,2,Armed forces and national security,1,Finance and financial sector,1,International affairs,1,1192,95.74,red,20,0.3,house,113
L000579,0,8,588,0.44184121,173,-0.524,1.09,Alan Lowenthal,D,2,8,0.275862069,110,CA,"[(International affairs, 74), (Health, 71), (Armed forces and national security, 59), (Education, 46), (Government operations and politics, 40)]",International affairs,74,Health,71,Armed forces and national security,59,Education,46,Government operations and politics,40,"[(International affairs, 3), (Crime and law enforcement, 1), (Congress, 1), (Energy, 1), (Transportation and public works, 1)]",International affairs,3,Crime and law enforcement,1,Congress,1,Energy,1,Transportation and public works,1,1192,95,blue,20,0,house,113
L000578,5,7,325,0.44254051,182,0.679,2.6,Doug LaMalfa,R,2,7,0.226190476,144,CA,"[(Health, 50), (Armed forces and national security, 36), (Taxation, 32), (Government operations and politics, 31), (Crime and law enforcement, 21)]",Health,50,Armed forces and national security,36,Taxation,32,Government operations and politics,31,Crime and law enforcement,21,"[(Finance and financial sector, 2), (Government operations and politics, 1), (Water resources development, 1), (Armed forces and national security, 1), (Crime and law enforcement, 1)]",Finance and financial sector,2,Government operations and politics,1,Water resources development,1,Armed forces and national security,1,Crime and law enforcement,1,1192,96.47,red,20,0.714285714,house,113
S001186,0,9,248,0.475376865,128,0.831,1.26,Steve Southerland,R,4,9,0.211111111,157,FL,"[(Health, 47), (Armed forces and national security, 30), (Taxation, 19), (Crime and law enforcement, 16), (Government operations and politics, 15)]",Health,47,Armed forces and national security,30,Taxation,19,Crime and law enforcement,16,Government operations and politics,15,"[(Public lands and natural resources, 4), (Agriculture and food, 1), (Transportation and public works, 1), (Housing and community development, 1), (Foreign trade and international finance, 1)]",Public lands and natural resources,4,Agriculture and food,1,Transportation and public works,1,Housing and community development,1,Foreign trade and international finance,1,1192,95.67,red,20,0,house,113
D000604,5,9,170,0.480700755,119,0.518,0.34,Charlie Dent,R,10,9,0.158333333,203,PA,"[(Health, 45), (International affairs, 19), (Taxation, 16), (Armed forces and national security, 12), (Government operations and politics, 8)]",Health,45,International affairs,19,Taxation,16,Armed forces and national security,12,Government operations and politics,8,"[(Health, 4), (Government operations and politics, 1), (Taxation, 1), (Labor and employment, 1), (Public lands and natural resources, 1)]",Health,4,Government operations and politics,1,Taxation,1,Labor and employment,1,Public lands and natural resources,1,1192,89.39,red,20,0.555555556,house,113
D000355,1,3,172,0.577264382,21,-0.397,9.4,John Dingell,D,60,3,0.413793103,45,MI,"[(Health, 18), (Government operations and politics, 17), (Taxation, 15), (Labor and employment, 12), (Armed forces and national security, 11)]",Health,18,Government operations and politics,17,Taxation,15,Labor and employment,12,Armed forces and national security,11,"[(Government operations and politics, 1), (Public lands and natural resources, 1), (Congress, 1)]",Government operations and politics,1,Public lands and natural resources,1,Congress,1,,,,,1192,93.52,blue,20,0.333333333,house,113
D000600,3,3,180,0.570823245,27,0.333,5.79,Mario Diaz-Balart,R,12,3,0.158333333,203,FL,"[(International affairs, 38), (Taxation, 25), (Health, 20), (Armed forces and national security, 19), (Crime and law enforcement, 13)]",International affairs,38,Taxation,25,Health,20,Armed forces and national security,19,Crime and law enforcement,13,"[(Emergency management, 1), (Taxation, 1), (International affairs, 1)]",Emergency management,1,Taxation,1,International affairs,1,,,,,1192,91.63,red,20,1,house,113
D000216,1,41,350,0.447443609,165,-0.447,3.69,Rosa DeLauro,D,24,41,0.275862069,110,CT,"[(Health, 42), (Taxation, 34), (International affairs, 34), (Armed forces and national security, 33), (Crime and law enforcement, 26)]",Health,42,Taxation,34,International affairs,34,Armed forces and national security,33,Crime and law enforcement,26,"[(Health, 10), (Taxation, 7), (Labor and employment, 5), (Government operations and politics, 4), (Crime and law enforcement, 2)]",Health,10,Taxation,7,Labor and employment,5,Government operations and politics,4,Crime and law enforcement,2,1192,95.91,blue,20,0.024390244,house,113
K000210,24,31,378,0.488008763,110,0.488,2.18,Peter King,R,22,31,0.158333333,203,NY,"[(Health, 83), (Armed forces and national security, 42), (International affairs, 38), (Taxation, 32), (Government operations and politics, 26)]",Health,83,Armed forces and national security,42,International affairs,38,Taxation,32,Government operations and politics,26,"[(Crime and law enforcement, 9), (Taxation, 4), (Government operations and politics, 2), (Finance and financial sector, 2), (Health, 2)]",Crime and law enforcement,9,Taxation,4,Government operations and politics,2,Finance and financial sector,2,Health,2,1192,89.02,red,20,0.774193548,house,113
M000508,8,12,99,0.647149461,5,0.602,4.28,Howard McKeon,R,22,12,0.514583333,14,CA,"[(Health, 17), (Armed forces and national security, 15), (Government operations and politics, 12), (Taxation, 9), (Labor and employment, 8)]",Health,17,Armed forces and national security,15,Government operations and politics,12,Taxation,9,Labor and employment,8,"[(Congress, 4), (Armed forces and national security, 2), (Public lands and natural resources, 2), (Government operations and politics, 1), (Economics and public finance, 1)]",Congress,4,Armed forces and national security,2,Public lands and natural resources,2,Government operations and politics,1,Economics and public finance,1,1192,92.9,red,20,0.666666667,house,113
L000491,3,7,117,0.494505495,99,0.495,1.76,Frank Lucas,R,22,7,0.588095238,7,OK,"[(Taxation, 18), (Finance and financial sector, 17), (Health, 16), (Environmental protection, 12), (Armed forces and national security, 7)]",Taxation,18,Finance and financial sector,17,Health,16,Environmental protection,12,Armed forces and national security,7,"[(Agriculture and food, 4), (Finance and financial sector, 2), (Crime and law enforcement, 1)]",Agriculture and food,4,Finance and financial sector,2,Crime and law enforcement,1,,,,,1192,94.19,red,20,0.428571429,house,113
J000032,3,56,508,0.464696436,142,-0.462,7.55,Sheila Jackson Lee,D,20,56,0.334975369,77,TX,"[(Health, 65), (Armed forces and national security, 55), (International affairs, 53), (Crime and law enforcement, 49), (Education, 44)]",Health,65,Armed forces and national security,55,International affairs,53,Crime and law enforcement,49,Education,44,"[(Crime and law enforcement, 17), (Transportation and public works, 6), (Congress, 4), (Emergency management, 3), (Immigration, 3)]",Crime and law enforcement,17,Transportation and public works,6,Congress,4,Emergency management,3,Immigration,3,1192,93.01,blue,20,0.053571429,house,113
H000874,1,7,59,0.674620874,6,-0.318,4.53,Steny Hoyer,D,34,7,0.827586207,7,MD,"[(Government operations and politics, 9), (International affairs, 6), (Labor and employment, 5), (Health, 4), (Civil rights and liberties, minority issues, 4)]",Government operations and politics,9,International affairs,6,Labor and employment,5,Health,4,"Civil rights and liberties, minority issues",4,"[(Congress, 3), (Government operations and politics, 1), (Crime and law enforcement, 1), (Education, 1), (Social welfare, 1)]",Congress,3,Government operations and politics,1,Crime and law enforcement,1,Education,1,Social welfare,1,1192,92.18,blue,20,0.142857143,house,113
B000589,0,0,0,0,239,,97.73,John Boehner,R,24,0,0,238,OH,[],,,,,,,,,,,[],,,,,,,,,,,1192,88.89,red,20,,house,113
S000018,4,31,290,0.436586791,191,0.821,3.1,Matt Salmon,R,2,31,0.173655914,197,AZ,"[(Health, 42), (International affairs, 42), (Armed forces and national security, 29), (Taxation, 26), (Government operations and politics, 18)]",Health,42,International affairs,42,Armed forces and national security,29,Taxation,26,Government operations and politics,18,"[(International affairs, 5), (Education, 5), (Arts, culture, religion, 3), (Crime and law enforcement, 2), (Labor and employment, 2)]",International affairs,5,Education,5,"Arts, culture, religion",3,Crime and law enforcement,2,Labor and employment,2,1192,91.26,red,20,0.129032258,house,113
B000755,7,16,154,0.595735983,11,0.765,4.36,Kevin Brady,R,18,16,0.188020833,178,TX,"[(Taxation, 32), (Health, 19), (Government operations and politics, 17), (International affairs, 13), (Armed forces and national security, 11)]",Taxation,32,Health,19,Government operations and politics,17,International affairs,13,Armed forces and national security,11,"[(Taxation, 5), (Health, 4), (Government operations and politics, 2), (Economics and public finance, 1), (Social welfare, 1)]",Taxation,5,Health,4,Government operations and politics,2,Economics and public finance,1,Social welfare,1,1192,95.7,red,20,0.4375,house,113
E000215,1,7,370,0.516358464,87,-0.381,2.52,Anna Eshoo,D,22,7,0.275862069,110,CA,"[(Health, 64), (Government operations and politics, 38), (International affairs, 28), (Taxation, 27), (Armed forces and national security, 25)]",Health,64,Government operations and politics,38,International affairs,28,Taxation,27,Armed forces and national security,25,"[(Science, technology, communications, 2), (Health, 2), (Energy, 1), (International affairs, 1), (Government operations and politics, 1)]","Science, technology, communications",2,Health,2,Energy,1,International affairs,1,Government operations and politics,1,1192,95.27,blue,20,0.142857143,house,113
G000410,3,15,317,0.583969783,16,-0.316,4.28,Gene Green,D,22,15,0.275862069,110,TX,"[(Health, 69), (International affairs, 36), (Armed forces and national security, 26), (Government operations and politics, 25), (Taxation, 19)]",Health,69,International affairs,36,Armed forces and national security,26,Government operations and politics,25,Taxation,19,"[(Health, 6), (Social welfare, 2), (Labor and employment, 2), (Taxation, 1), (Public lands and natural resources, 1)]",Health,6,Social welfare,2,Labor and employment,2,Taxation,1,Public lands and natural resources,1,1192,83.09,blue,20,0.2,house,113
C000537,0,2,96,0.571408991,24,-0.382,5.54,James Clyburn,D,22,2,0.275862069,110,SC,"[(Government operations and politics, 12), (Labor and employment, 8), (Armed forces and national security, 7), (Health, 7), (Congress, 7)]",Government operations and politics,12,Labor and employment,8,Armed forces and national security,7,Health,7,Congress,7,"[(Social welfare, 1), (Public lands and natural resources, 1)]",Social welfare,1,Public lands and natural resources,1,,,,,,,1192,92.98,blue,20,0,house,113
C001094,7,13,222,0.549211439,42,0.527,1.09,Paul Cook,R,2,13,0.316666667,75,CA,"[(Armed forces and national security, 47), (International affairs, 37), (Health, 23), (Taxation, 23), (Government operations and politics, 19)]",Armed forces and national security,47,International affairs,37,Health,23,Taxation,23,Government operations and politics,19,"[(Public lands and natural resources, 5), (Armed forces and national security, 4), (Emergency management, 1), (Government operations and politics, 1), (Economics and public finance, 1)]",Public lands and natural resources,5,Armed forces and national security,4,Emergency management,1,Government operations and politics,1,Economics and public finance,1,1192,95.08,red,20,0.538461538,house,113
C001095,1,10,319,0.411584325,215,0.954,1.01,Tom Cotton,R,2,10,0.158333333,203,AR,"[(International affairs, 55), (Health, 47), (Armed forces and national security, 24), (Finance and financial sector, 24), (Taxation, 22)]",International affairs,55,Health,47,Armed forces and national security,24,Finance and financial sector,24,Taxation,22,"[(Water resources development, 2), (Crime and law enforcement, 1), (Congress, 1), (Transportation and public works, 1), (Agriculture and food, 1)]",Water resources development,2,Crime and law enforcement,1,Congress,1,Transportation and public works,1,Agriculture and food,1,1192,93.31,red,20,0.1,house,113
C001096,0,4,350,0.504946385,82,0.419,5.12,Kevin Cramer,R,2,4,0.554166667,10,ND,"[(Armed forces and national security, 57), (Health, 31), (Taxation, 28), (Environmental protection, 27), (Crime and law enforcement, 24)]",Armed forces and national security,57,Health,31,Taxation,28,Environmental protection,27,Crime and law enforcement,24,"[(Emergency management, 1), (Native Americans, 1), (Energy, 1), (Public lands and natural resources, 1)]",Emergency management,1,Native Americans,1,Energy,1,Public lands and natural resources,1,,,1192,93.81,red,20,0,house,113
C001097,3,23,382,0.520219069,81,-0.373,5.29,Tony Cárdenas,D,2,23,0.275862069,110,CA,"[(Health, 43), (Armed forces and national security, 35), (Taxation, 34), (Government operations and politics, 32), (Crime and law enforcement, 28)]",Health,43,Armed forces and national security,35,Taxation,34,Government operations and politics,32,Crime and law enforcement,28,"[(Civil rights and liberties, minority issues, 4), (Education, 4), (Crime and law enforcement, 3), (Taxation, 2), (Labor and employment, 2)]","Civil rights and liberties, minority issues",4,Education,4,Crime and law enforcement,3,Taxation,2,Labor and employment,2,1192,93.27,blue,20,0.130434783,house,113
C001090,12,57,675,0.406335283,198,-0.469,0.59,Matt Cartwright,D,2,57,0.290381125,105,PA,"[(Health, 91), (Taxation, 76), (Armed forces and national security, 74), (Education, 59), (Government operations and politics, 43)]",Health,91,Taxation,76,Armed forces and national security,74,Education,59,Government operations and politics,43,"[(Health, 9), (Armed forces and national security, 7), (Education, 7), (Government operations and politics, 5), (Labor and employment, 4)]",Health,9,Armed forces and national security,7,Education,7,Government operations and politics,5,Labor and employment,4,1192,94.94,blue,20,0.210526316,house,113
C001091,2,8,117,0.684098066,4,-0.383,3.1,Joaquín Castro,D,2,8,0.275862069,110,TX,"[(Armed forces and national security, 25), (Taxation, 10), (Education, 10), (Government operations and politics, 9), (Labor and employment, 8)]",Armed forces and national security,25,Taxation,10,Education,10,Government operations and politics,9,Labor and employment,8,"[(Education, 4), (Commerce, 1), (Taxation, 1), (Armed forces and national security, 1), (International affairs, 1)]",Education,4,Commerce,1,Taxation,1,Armed forces and national security,1,International affairs,1,1192,94.89,blue,20,0.25,house,113
C001092,2,7,267,0.516228201,69,0.527,2.1,Chris Collins,R,2,7,0.38452381,45,NY,"[(Health, 41), (Taxation, 28), (Armed forces and national security, 24), (Government operations and politics, 23), (International affairs, 20)]",Health,41,Taxation,28,Armed forces and national security,24,Government operations and politics,23,International affairs,20,"[(Government operations and politics, 1), (Finance and financial sector, 1), (Congress, 1), (Commerce, 1), (Armed forces and national security, 1)]",Government operations and politics,1,Finance and financial sector,1,Congress,1,Commerce,1,Armed forces and national security,1,1192,95.54,red,20,0.285714286,house,113
C001093,4,14,172,0.472577285,135,0.93,4.11,Doug Collins,R,2,14,0.231845238,142,GA,"[(International affairs, 24), (Health, 22), (Government operations and politics, 15), (Taxation, 15), (Armed forces and national security, 14)]",International affairs,24,Health,22,Government operations and politics,15,Taxation,15,Armed forces and national security,14,"[(Government operations and politics, 2), (Armed forces and national security, 2), (International affairs, 2), (Health, 2), (Crime and law enforcement, 1)]",Government operations and politics,2,Armed forces and national security,2,International affairs,2,Health,2,Crime and law enforcement,1,1192,93.53,red,20,0.285714286,house,113
E000172,0,5,0,0,239,,52,Jo Ann Emerson,R,20,5,0.253333333,123,MO,[],,,,,,,,,,,"[(Government operations and politics, 3), (Economics and public finance, 1), (Crime and law enforcement, 1)]",Government operations and politics,3,Economics and public finance,1,Crime and law enforcement,1,,,,,25,83.33,red,20,0,house,113
S000244,12,24,196,0.503656668,86,1.257,1.43,F. Sensenbrenner,R,36,24,0.224305556,147,WI,"[(Health, 49), (International affairs, 31), (Taxation, 21), (Crime and law enforcement, 21), (Armed forces and national security, 9)]",Health,49,International affairs,31,Taxation,21,Crime and law enforcement,21,Armed forces and national security,9,"[(Crime and law enforcement, 7), (Health, 3), (Taxation, 3), (Energy, 2), (Immigration, 2)]",Crime and law enforcement,7,Health,3,Taxation,3,Energy,2,Immigration,2,1192,91.23,red,20,0.5,house,113
S000248,0,17,252,0.551952799,35,-0.494,1.76,José Serrano,D,26,17,0.275862069,110,NY,"[(Health, 34), (Government operations and politics, 32), (Armed forces and national security, 23), (Crime and law enforcement, 21), (Labor and employment, 15)]",Health,34,Government operations and politics,32,Armed forces and national security,23,Crime and law enforcement,21,Labor and employment,15,"[(Taxation, 3), (Government operations and politics, 2), (Immigration, 2), (Agriculture and food, 2), (International affairs, 2)]",Taxation,3,Government operations and politics,2,Immigration,2,Agriculture and food,2,International affairs,2,1192,94.62,blue,20,0,house,113
E000179,10,31,279,0.633418223,9,-0.339,4.61,Eliot Engel,D,26,31,0.324805339,82,NY,"[(International affairs, 77), (Health, 37), (Government operations and politics, 29), (Armed forces and national security, 15), (Education, 15)]",International affairs,77,Health,37,Government operations and politics,29,Armed forces and national security,15,Education,15,"[(International affairs, 10), (Health, 4), (Energy, 4), (Transportation and public works, 3), (Emergency management, 1)]",International affairs,10,Health,4,Energy,4,Transportation and public works,3,Emergency management,1,1192,95.16,blue,20,0.322580645,house,113
R000570,2,7,62,0.666054831,2,0.866,0.34,Paul Ryan,R,16,7,0.418452381,35,WI,"[(Health, 11), (Economics and public finance, 10), (Taxation, 8), (International affairs, 7), (Armed forces and national security, 6)]",Health,11,Economics and public finance,10,Taxation,8,International affairs,7,Armed forces and national security,6,"[(Economics and public finance, 3), (Congress, 2), (Government operations and politics, 1), (Health, 1)]",Economics and public finance,3,Congress,2,Government operations and politics,1,Health,1,,,1192,95.79,red,20,0.285714286,house,113
R000572,5,11,107,0.509153448,79,0.685,6.71,Mike Rogers,R,14,11,0.475,20,MI,"[(Health, 37), (Taxation, 11), (Armed forces and national security, 8), (Public lands and natural resources, 6), (Government operations and politics, 5)]",Health,37,Taxation,11,Armed forces and national security,8,Public lands and natural resources,6,Government operations and politics,5,"[(Armed forces and national security, 5), (Health, 4), (Crime and law enforcement, 1), (Water resources development, 1)]",Armed forces and national security,5,Health,4,Crime and law enforcement,1,Water resources development,1,,,1192,94.6,red,20,0.454545455,house,113
R000575,1,4,141,0.545566947,44,0.433,2.6,Mike Rogers,R,14,4,0.158333333,203,AL,"[(Health, 20), (Armed forces and national security, 16), (Taxation, 16), (International affairs, 12), (Crime and law enforcement, 10)]",Health,20,Armed forces and national security,16,Taxation,16,International affairs,12,Crime and law enforcement,10,"[(Armed forces and national security, 2), (International affairs, 2)]",Armed forces and national security,2,International affairs,2,,,,,,,1192,94.75,red,20,0.25,house,113
R000577,7,15,377,0.489494625,120,-0.396,6.04,Tim Ryan,D,12,15,0.44137931,39,OH,"[(Health, 71), (Armed forces and national security, 49), (Taxation, 33), (Education, 32), (Government operations and politics, 29)]",Health,71,Armed forces and national security,49,Taxation,33,Education,32,Government operations and politics,29,"[(Armed forces and national security, 3), (Private legislation, 2), (Health, 2), (Education, 2), (Government operations and politics, 1)]",Armed forces and national security,3,Private legislation,2,Health,2,Education,2,Government operations and politics,1,1192,90.36,blue,20,0.466666667,house,113
R000576,1,5,174,0.494933454,115,-0.306,5.12,C.A. Dutch Ruppersberger,D,12,5,0.275862069,110,MD,"[(Health, 42), (Armed forces and national security, 24), (Government operations and politics, 19), (Taxation, 19), (Education, 9)]",Health,42,Armed forces and national security,24,Government operations and politics,19,Taxation,19,Education,9,"[(Health, 2), (Taxation, 1), (Public lands and natural resources, 1), (Crime and law enforcement, 1)]",Health,2,Taxation,1,Public lands and natural resources,1,Crime and law enforcement,1,,,1192,92.57,blue,20,0.2,house,113
R000578,21,26,158,0.562034511,31,0.519,0.42,Dave Reichert,R,10,26,0.304487179,93,WA,"[(Taxation, 28), (Health, 22), (Crime and law enforcement, 15), (International affairs, 14), (Armed forces and national security, 13)]",Taxation,28,Health,22,Crime and law enforcement,15,International affairs,14,Armed forces and national security,13,"[(Taxation, 9), (Crime and law enforcement, 3), (Health, 3), (Social welfare, 2), (Public lands and natural resources, 2)]",Taxation,9,Crime and law enforcement,3,Health,3,Social welfare,2,Public lands and natural resources,2,1192,89.13,red,20,0.807692308,house,113
