rep_id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_sponsor_subjects,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
R000487,30,41,142,0.603110187,9,0.911,2.1,Edward Royce,R,22,41,0.432520325,31,CA,"[(International affairs, 37), (Health, 15), (Taxation, 11), (Finance and financial sector, 11), (Government operations and politics, 10)]","[(International affairs, 28), (Finance and financial sector, 4), (Government operations and politics, 2), (Housing and community development, 2), (Armed forces and national security, 2)]",1192,95.37,red,20,0.731707317,house,113
R000486,1,17,291,0.464053174,143,-0.407,1.86,Lucille Roybal-Allard,D,22,17,0.421906694,41,CA,"[(Health, 57), (Education, 36), (Government operations and politics, 24), (Labor and employment, 19), (Crime and law enforcement, 17)]","[(Health, 7), (Immigration, 4), (Labor and employment, 2), (Families, 1), (International affairs, 1)]",1185,95.61,blue,20,0.058823529,house,113
V000108,1,2,92,0.563215103,29,-0.429,2.85,Peter Visclosky,D,30,2,0.275862069,110,IN,"[(Health, 15), (Government operations and politics, 11), (Armed forces and national security, 9), (International affairs, 9), (Taxation, 5)]","[(Government operations and politics, 2)]",1192,89.9,blue,20,0.5,house,113
K000378,5,8,252,0.53398478,49,0.595,0.84,Adam Kinzinger,R,4,8,0.306770833,89,IL,"[(International affairs, 53), (Health, 43), (Armed forces and national security, 22), (Taxation, 21), (Economics and public finance, 10)]","[(Energy, 2), (International affairs, 2), (Economics and public finance, 1), (Health, 1), (Science, technology, communications, 1)]",1192,90.52,red,20,0.625,house,113
K000379,2,4,257,0.522629531,74,-0.472,1.68,Joseph Kennedy III,D,2,4,0.965517241,2,MA,"[(International affairs, 41), (Health, 39), (Armed forces and national security, 27), (Crime and law enforcement, 18), (Government operations and politics, 16)]","[(Education, 2), (Government operations and politics, 1), (International affairs, 1)]",1192,95.31,blue,20,0.5,house,113
K000376,3,12,299,0.466445861,145,0.443,0.42,Mike Kelly,R,4,12,0.184722222,180,PA,"[(Health, 65), (Taxation, 47), (International affairs, 22), (Armed forces and national security, 18), (Government operations and politics, 14)]","[(Taxation, 3), (Government operations and politics, 2), (Science, technology, communications, 2), (Social welfare, 1), (Immigration, 1)]",1192,95.03,red,20,0.25,house,113
K000375,1,4,324,0.456546459,156,-0.372,2.85,Bill Keating,D,4,4,0.275862069,110,MA,"[(International affairs, 56), (Health, 44), (Armed forces and national security, 42), (Taxation, 21), (Crime and law enforcement, 19)]","[(Armed forces and national security, 1), (Health, 1), (Transportation and public works, 1), (International affairs, 1)]",1192,93.18,blue,20,0.25,house,113
B001280,2,19,308,0.383478507,227,0.936,0.5,Kerry Bentivolio,R,2,19,0.183333333,185,MI,"[(Armed forces and national security, 45), (Health, 33), (Government operations and politics, 32), (International affairs, 32), (Taxation, 28)]","[(International affairs, 4), (Commerce, 2), (Congress, 2), (Government operations and politics, 2), (Armed forces and national security, 2)]",1192,91.4,red,20,0.105263158,house,113
B001281,4,19,339,0.470501475,134,-0.444,1.93,Joyce Beatty,D,2,19,0.319419238,85,OH,"[(Health, 68), (Armed forces and national security, 45), (Education, 27), (International affairs, 26), (Government operations and politics, 25)]","[(Armed forces and national security, 3), (Housing and community development, 3), (Health, 3), (Crime and law enforcement, 2), (Education, 2)]",1192,96.07,blue,20,0.210526316,house,113
B001282,4,16,233,0.440979331,183,0.767,0.42,Andy Barr,R,2,16,0.257291667,119,KY,"[(Health, 43), (Taxation, 24), (Finance and financial sector, 23), (Armed forces and national security, 20), (Government operations and politics, 17)]","[(Finance and financial sector, 5), (Taxation, 3), (Economics and public finance, 2), (Congress, 2), (Agriculture and food, 1)]",1192,94.86,red,20,0.25,house,113
B001283,2,7,218,0.384354799,226,0.982,1.01,Jim Bridenstine,R,2,7,0.226190476,144,OK,"[(Armed forces and national security, 34), (International affairs, 31), (Health, 29), (Government operations and politics, 19), (Taxation, 15)]","[(Science, technology, communications, 2), (Economics and public finance, 1), (Congress, 1), (Taxation, 1), (International affairs, 1)]",1192,92.29,red,20,0.285714286,house,113
B001284,4,6,204,0.495655889,96,0.644,0.5,Susan Brooks,R,2,6,0.475,20,IN,"[(Health, 52), (Armed forces and national security, 21), (Taxation, 18), (International affairs, 14), (Crime and law enforcement, 12)]","[(Labor and employment, 2), (Emergency management, 1), (Armed forces and national security, 1), (Education, 1), (Congress, 1)]",1192,95.62,red,20,0.666666667,house,113
B001285,1,17,422,0.497661512,110,-0.336,0.34,Julia Brownley,D,2,17,0.275862069,110,CA,"[(Armed forces and national security, 88), (Health, 60), (Government operations and politics, 33), (Taxation, 30), (Education, 28)]","[(Armed forces and national security, 10), (Taxation, 3), (Education, 2), (Congress, 1), (Transportation and public works, 1)]",1192,91.16,blue,20,0.058823529,house,113
B001286,2,10,297,0.528265107,67,-0.215,1.76,Cheri Bustos,D,2,10,0.275862069,110,IL,"[(Armed forces and national security, 36), (Health, 30), (Taxation, 30), (Government operations and politics, 27), (Transportation and public works, 21)]","[(Government operations and politics, 4), (Armed forces and national security, 2), (Water resources development, 1), (Transportation and public works, 1), (Education, 1)]",1192,87.45,blue,20,0.2,house,113
B001287,1,6,236,0.563615076,28,-0.207,0.5,Ami Bera,D,2,6,0.275862069,110,CA,"[(International affairs, 42), (Health, 39), (Government operations and politics, 24), (Armed forces and national security, 15), (Water resources development, 12)]","[(Health, 2), (Immigration, 2), (Foreign trade and international finance, 1), (Taxation, 1)]",1192,88.53,blue,20,0.166666667,house,113
B001289,0,2,101,0.459568959,158,,6,Bradley Byrne,R,2,2,0.158333333,203,AL,"[(Health, 23), (Taxation, 9), (International affairs, 9), (Armed forces and national security, 7), (Finance and financial sector, 7)]","[(Education, 1), (Public lands and natural resources, 1)]",550,97.49,red,20,0,house,113
P000595,6,19,282,0.515304218,90,-0.25,3.52,Gary Peters,D,6,19,0.275862069,110,MI,"[(Taxation, 33), (International affairs, 32), (Health, 31), (Armed forces and national security, 28), (Finance and financial sector, 21)]","[(Armed forces and national security, 4), (Taxation, 3), (Commerce, 2), (Finance and financial sector, 2), (Economics and public finance, 1)]",1192,86.35,blue,20,0.315789474,house,113
P000594,15,25,224,0.554036233,41,0.734,0.34,Erik Paulsen,R,6,25,0.202666667,166,MN,"[(Health, 54), (Taxation, 38), (Armed forces and national security, 18), (International affairs, 16), (Finance and financial sector, 15)]","[(Taxation, 9), (Health, 7), (Crime and law enforcement, 2), (Housing and community development, 2), (Foreign trade and international finance, 1)]",1192,92.34,red,20,0.6,house,113
P000597,1,8,411,0.400755538,199,-0.497,3.1,Chellie Pingree,D,6,8,0.482758621,29,ME,"[(Health, 74), (Armed forces and national security, 59), (Taxation, 37), (Education, 30), (Government operations and politics, 25)]","[(Public lands and natural resources, 2), (Armed forces and national security, 2), (Commerce, 1), (Taxation, 1), (Agriculture and food, 1)]",1192,94.2,blue,20,0.125,house,113
P000596,1,14,163,0.513238618,94,,0,Pedro Pierluisi,D,6,14,0.275862069,110,PR,"[(Health, 19), (Government operations and politics, 16), (Crime and law enforcement, 16), (Education, 14), (Armed forces and national security, 13)]","[(Health, 3), (Social welfare, 2), (Taxation, 2), (Emergency management, 1), (Government operations and politics, 1)]",0,0,blue,20,0.071428571,house,113
P000591,3,18,161,0.483208759,115,0.943,1.01,Tom Price,R,10,18,0.2375,132,GA,"[(Health, 41), (Taxation, 21), (International affairs, 18), (Armed forces and national security, 14), (Labor and employment, 10)]","[(Health, 7), (Labor and employment, 4), (Economics and public finance, 3), (Taxation, 3), (Congress, 1)]",1192,92.97,red,20,0.166666667,house,113
P000593,5,11,275,0.535263158,55,-0.29,5.96,Ed Perlmutter,D,8,11,0.501567398,23,CO,"[(Health, 59), (Armed forces and national security, 31), (Finance and financial sector, 25), (Government operations and politics, 21), (Education, 18)]","[(Finance and financial sector, 3), (Housing and community development, 3), (Energy, 1), (Crime and law enforcement, 1), (International affairs, 1)]",1192,90.63,blue,20,0.454545455,house,113
P000592,16,42,339,0.473440614,133,0.967,4.28,Ted Poe,R,10,42,0.169642857,200,TX,"[(International affairs, 65), (Health, 47), (Crime and law enforcement, 31), (Taxation, 30), (Armed forces and national security, 22)]","[(Crime and law enforcement, 10), (International affairs, 8), (Immigration, 5), (Energy, 5), (Government operations and politics, 2)]",1192,89.92,red,20,0.380952381,house,113
P000599,10,27,289,0.400018432,220,0.743,0.42,Bill Posey,R,6,27,0.269753086,111,FL,"[(Health, 56), (Taxation, 32), (Armed forces and national security, 31), (Government operations and politics, 31), (International affairs, 28)]","[(Government operations and politics, 6), (Finance and financial sector, 6), (Health, 4), (Armed forces and national security, 2), (Science, technology, communications, 2)]",1192,91.24,red,20,0.37037037,house,113
P000598,5,30,423,0.384596242,207,-0.327,8.89,Jared Polis,D,6,30,0.386206897,53,CO,"[(Education, 72), (Health, 54), (Armed forces and national security, 30), (Taxation, 30), (International affairs, 30)]","[(Education, 13), (Public lands and natural resources, 3), (Crime and law enforcement, 2), (Congress, 2), (Immigration, 2)]",1192,89.04,blue,20,0.166666667,house,113
W000791,5,13,149,0.576969953,24,0.647,1.01,Greg Walden,R,16,13,0.414102564,36,OR,"[(Health, 36), (Taxation, 15), (Armed forces and national security, 13), (Public lands and natural resources, 12), (Environmental protection, 10)]","[(Health, 5), (Public lands and natural resources, 2), (Science, technology, communications, 2), (Economics and public finance, 1), (Water resources development, 1)]",1192,93.47,red,20,0.384615385,house,113
N000015,0,9,215,0.515667075,88,-0.461,6.21,Richard Neal,D,26,9,0.275862069,110,MA,"[(Taxation, 42), (Health, 39), (Armed forces and national security, 18), (Crime and law enforcement, 17), (International affairs, 14)]","[(Taxation, 7), (Health, 2)]",1192,94.19,blue,20,0,house,113
S000583,4,10,196,0.58148441,19,0.601,2.01,Lamar Smith,R,28,10,0.4275,32,TX,"[(Health, 28), (Armed forces and national security, 20), (Taxation, 17), (Science, technology, communications, 17), (Crime and law enforcement, 15)]","[(Immigration, 3), (Commerce, 1), (Economics and public finance, 1), (Law, 1), (Animals, 1)]",1192,97.26,red,20,0.4,house,113
S001157,0,1,262,0.531438329,61,-0.377,3.86,David Scott,D,12,1,0.275862069,110,GA,"[(Health, 82), (Finance and financial sector, 31), (Armed forces and national security, 22), (International affairs, 20), (Education, 13)]","[(Civil rights and liberties, minority issues, 1)]",1192,92.23,blue,20,0,house,113
S001156,1,16,270,0.525341131,71,-0.501,2.85,Linda Sánchez,D,12,16,0.275862069,110,CA,"[(Health, 44), (Taxation, 40), (Government operations and politics, 28), (Armed forces and national security, 23), (International affairs, 23)]","[(Education, 4), (Armed forces and national security, 3), (Social welfare, 2), (Crime and law enforcement, 1), (Finance and financial sector, 1)]",1192,92.57,blue,20,0.0625,house,113
S000030,2,8,198,0.581871345,19,-0.377,6.88,Loretta Sánchez,D,18,8,0.275862069,110,CA,"[(International affairs, 29), (Government operations and politics, 24), (Health, 23), (Education, 14), (Armed forces and national security, 13)]","[(Armed forces and national security, 2), (Emergency management, 1), (Crime and law enforcement, 1), (Taxation, 1), (Immigration, 1)]",1192,91.26,blue,20,0.25,house,113
F000372,3,7,129,0.523678135,60,0.621,0.84,Rodney Frelinghuysen,R,20,7,0.723809524,2,NJ,"[(Health, 26), (International affairs, 16), (Armed forces and national security, 13), (Taxation, 13), (Crime and law enforcement, 9)]","[(Armed forces and national security, 3), (Emergency management, 1), (Economics and public finance, 1), (Public lands and natural resources, 1), (Crime and law enforcement, 1)]",1192,91.71,red,20,0.428571429,house,113
S001150,0,17,376,0.531984882,59,-0.343,1.17,Adam Schiff,D,14,17,0.275862069,110,CA,"[(Health, 59), (International affairs, 41), (Government operations and politics, 34), (Armed forces and national security, 33), (Education, 27)]","[(Crime and law enforcement, 4), (Armed forces and national security, 4), (Transportation and public works, 2), (International affairs, 2), (Emergency management, 1)]",1192,96.86,blue,20,0,house,113
M000309,0,10,296,0.539829303,49,-0.294,57.63,Carolyn McCarthy,D,18,10,0.275862069,110,NY,"[(Health, 50), (Armed forces and national security, 44), (International affairs, 25), (Government operations and politics, 23), (Education, 23)]","[(Crime and law enforcement, 5), (Education, 4), (Public lands and natural resources, 1)]",1192,93.27,blue,20,0,house,113
F000458,5,18,224,0.470857835,137,0.756,4.78,Stephen Fincher,R,4,18,0.202314815,167,TN,"[(Finance and financial sector, 35), (Health, 30), (Armed forces and national security, 20), (Taxation, 18), (International affairs, 18)]","[(Finance and financial sector, 4), (Taxation, 4), (Health, 3), (Armed forces and national security, 2), (Emergency management, 1)]",1192,95.59,red,20,0.277777778,house,113
F000459,1,4,142,0.492616717,102,0.656,1.17,Chuck Fleischmann,R,4,4,0.158333333,203,TN,"[(Health, 31), (Taxation, 15), (Finance and financial sector, 13), (Armed forces and national security, 11), (Government operations and politics, 8)]","[(Government operations and politics, 2), (Economics and public finance, 1), (Taxation, 1)]",1192,96.6,red,20,0.25,house,113
F000456,2,14,189,0.389138706,223,0.785,0.17,John Fleming,R,6,14,0.294047619,97,LA,"[(Health, 28), (Taxation, 25), (Government operations and politics, 14), (Armed forces and national security, 13), (Crime and law enforcement, 13)]","[(Public lands and natural resources, 3), (Animals, 2), (Taxation, 2), (Health, 2), (Government operations and politics, 1)]",1192,94.03,red,20,0.142857143,house,113
F000454,0,17,208,0.555288462,30,-0.247,1.17,Bill Foster,D,2,17,0.275862069,110,IL,"[(Health, 26), (Taxation, 20), (Finance and financial sector, 19), (Armed forces and national security, 18), (Government operations and politics, 17)]","[(Taxation, 4), (Science, technology, communications, 3), (Immigration, 2), (Health, 2), (Armed forces and national security, 2)]",1192,89.73,blue,20,0,house,113
F000455,1,15,292,0.484273612,125,-0.512,5.03,Marcia Fudge,D,8,15,0.303448276,96,OH,"[(Health, 33), (Education, 29), (Labor and employment, 27), (Government operations and politics, 24), (Crime and law enforcement, 23)]","[(Education, 6), (Health, 3), (Congress, 2), (Government operations and politics, 1), (Transportation and public works, 1)]",1192,92.93,blue,20,0.066666667,house,113
F000450,4,23,76,0.480279088,121,0.988,0.25,Virginia Foxx,R,8,23,0.475,20,NC,"[(International affairs, 10), (Taxation, 9), (Armed forces and national security, 8), (Health, 7), (Crime and law enforcement, 5)]","[(Congress, 14), (Education, 3), (Government operations and politics, 1), (Taxation, 1), (Transportation and public works, 1)]",1192,92.26,red,20,0.173913043,house,113
F000451,14,34,296,0.431049997,199,0.518,1.93,Michael Fitzpatrick,R,4,34,0.181617647,188,PA,"[(Health, 66), (Armed forces and national security, 34), (Government operations and politics, 26), (Taxation, 25), (International affairs, 24)]","[(Finance and financial sector, 5), (Health, 4), (Congress, 3), (Taxation, 3), (International affairs, 3)]",1192,84.17,red,20,0.411764706,house,113
W000798,6,16,284,0.453867271,167,0.776,1.59,Tim Walberg,R,4,16,0.366145833,52,MI,"[(Health, 53), (Taxation, 34), (International affairs, 29), (Armed forces and national security, 22), (Crime and law enforcement, 18)]","[(Government operations and politics, 3), (Crime and law enforcement, 2), (Armed forces and national security, 2), (Health, 2), (Civil rights and liberties, minority issues, 2)]",1192,94.29,red,20,0.375,house,113
W000799,8,16,267,0.55075892,38,-0.293,2.27,Tim Walz,D,8,16,0.482758621,29,MN,"[(Armed forces and national security, 60), (Health, 32), (Government operations and politics, 21), (Taxation, 21), (Education, 17)]","[(Armed forces and national security, 8), (Energy, 2), (Government operations and politics, 1), (Crime and law enforcement, 1), (Congress, 1)]",1192,89.79,blue,20,0.5,house,113
B000490,1,4,268,0.550324038,41,-0.218,6.21,Sanford Bishop Jr.,D,22,4,0.275862069,110,GA,"[(Health, 58), (Armed forces and national security, 25), (International affairs, 22), (Government operations and politics, 18), (Taxation, 17)]","[(Armed forces and national security, 2), (Health, 1), (Public lands and natural resources, 1)]",1192,85.87,blue,20,0.25,house,113
W000795,4,7,283,0.465481395,146,0.816,2.94,Joe Wilson,R,14,7,0.158333333,203,SC,"[(Health, 52), (Armed forces and national security, 36), (Taxation, 32), (International affairs, 29), (Labor and employment, 16)]","[(Armed forces and national security, 4), (Energy, 1), (Economics and public finance, 1), (International affairs, 1)]",1192,95.85,red,20,0.571428571,house,113
W000796,1,4,408,0.382958268,228,0.852,6.04,Lynn Westmoreland,R,10,4,0.35625,59,GA,"[(Health, 63), (Taxation, 42), (Armed forces and national security, 36), (International affairs, 35), (Government operations and politics, 30)]","[(Agriculture and food, 1), (Government operations and politics, 1), (Finance and financial sector, 1), (Health, 1)]",1192,93.3,red,20,0.25,house,113
W000797,4,7,242,0.553229665,34,-0.356,7.38,Debbie Wasserman Schultz,D,10,7,0.866995074,5,FL,"[(International affairs, 39), (Health, 28), (Armed forces and national security, 19), (Government operations and politics, 19), (Taxation, 17)]","[(Crime and law enforcement, 2), (Social welfare, 1), (International affairs, 1), (Labor and employment, 1), (Health, 1)]",1192,93.3,blue,20,0.571428571,house,113
K000009,7,29,324,0.478882391,128,-0.406,3.36,Marcy Kaptur,D,32,29,0.275862069,110,OH,"[(Government operations and politics, 40), (Health, 40), (Education, 29), (Taxation, 26), (Armed forces and national security, 25)]","[(Government operations and politics, 5), (International affairs, 5), (Housing and community development, 4), (Agriculture and food, 3), (Finance and financial sector, 2)]",1192,94.1,blue,20,0.24137931,house,113
T000465,1,11,374,0.430340557,183,-0.414,4.45,Niki Tsongas,D,8,11,0.351097179,69,MA,"[(Armed forces and national security, 56), (Health, 50), (Taxation, 44), (International affairs, 25), (Government operations and politics, 22)]","[(Armed forces and national security, 5), (Government operations and politics, 1), (Social welfare, 1), (Labor and employment, 1), (Public lands and natural resources, 1)]",1192,95.08,blue,20,0.090909091,house,113
T000467,10,11,259,0.474538876,131,0.487,1.59,Glenn Thompson,R,6,11,0.158333333,203,PA,"[(Health, 49), (Armed forces and national security, 41), (Taxation, 22), (Education, 18), (Environmental protection, 16)]","[(Health, 4), (Education, 3), (Armed forces and national security, 2), (Agriculture and food, 1), (Social welfare, 1)]",1192,91.3,red,20,0.909090909,house,113
T000460,4,15,314,0.520868253,78,-0.422,1.51,Mike Thompson,D,16,15,0.459770115,36,CA,"[(Health, 54), (Taxation, 38), (Armed forces and national security, 37), (Government operations and politics, 31), (International affairs, 19)]","[(Taxation, 3), (Public lands and natural resources, 2), (Health, 2), (Government operations and politics, 1), (Crime and law enforcement, 1)]",1192,91.91,blue,20,0.266666667,house,113
T000463,8,22,158,0.527553866,54,0.488,0.76,Michael Turner,R,12,22,0.165530303,201,OH,"[(Armed forces and national security, 34), (Health, 26), (Taxation, 23), (International affairs, 13), (Government operations and politics, 10)]","[(Armed forces and national security, 7), (Taxation, 4), (International affairs, 3), (Government operations and politics, 2), (Crime and law enforcement, 1)]",1192,90.62,red,20,0.363636364,house,113
T000462,10,14,279,0.462391627,150,0.665,2.85,Pat Tiberi,R,14,14,0.441071429,29,OH,"[(Health, 75), (Taxation, 31), (International affairs, 26), (Armed forces and national security, 22), (Finance and financial sector, 18)]","[(Taxation, 6), (Health, 4), (Government operations and politics, 1), (Sports and recreation, 1), (Labor and employment, 1)]",1192,92.92,red,20,0.714285714,house,113
E000288,7,25,666,0.398569622,201,-0.569,4.28,Keith Ellison,D,8,25,0.375172414,59,MN,"[(Health, 116), (Taxation, 65), (International affairs, 54), (Education, 54), (Government operations and politics, 46)]","[(Finance and financial sector, 4), (Government operations and politics, 3), (Taxation, 2), (Labor and employment, 2), (Health, 2)]",1192,92.9,blue,20,0.28,house,113
T000469,2,13,409,0.507817527,103,-0.425,0.25,Paul Tonko,D,6,13,0.275862069,110,NY,"[(Health, 81), (Government operations and politics, 44), (Taxation, 37), (Armed forces and national security, 33), (Education, 27)]","[(Armed forces and national security, 3), (Taxation, 3), (Energy, 2), (Government operations and politics, 1), (Water resources development, 1)]",1192,95.37,blue,20,0.153846154,house,113
T000468,5,26,323,0.488430829,121,-0.317,0.59,Dina Titus,D,2,26,0.339522546,75,NV,"[(Armed forces and national security, 49), (Health, 42), (International affairs, 28), (Taxation, 25), (Education, 22)]","[(Armed forces and national security, 14), (Education, 3), (Taxation, 3), (Emergency management, 1), (Commerce, 1)]",1192,94.85,blue,20,0.192307692,house,113
M001149,6,24,486,0.456248646,157,-0.307,0.5,Michael Michaud,D,12,24,0.333333333,79,ME,"[(Health, 91), (Armed forces and national security, 74), (Taxation, 44), (Government operations and politics, 35), (International affairs, 26)]","[(Armed forces and national security, 9), (Transportation and public works, 3), (Public lands and natural resources, 3), (Taxation, 2), (Crime and law enforcement, 1)]",1192,92.92,blue,20,0.25,house,113
A000370,0,0,1,0.289473684,209,,4.17,Alma Adams,D,2,0,0,209,NC,"[(Government operations and politics, 1)]",[],48,97.83,blue,20,,house,113
M001142,6,11,219,0.63975006,8,-0.059,1.17,Jim Matheson,D,14,11,0.351097179,69,UT,"[(Health, 50), (Taxation, 21), (Armed forces and national security, 16), (Government operations and politics, 13), (Finance and financial sector, 12)]","[(Health, 4), (Commerce, 2), (Congress, 1), (Government operations and politics, 1), (Taxation, 1)]",1192,60.27,blue,20,0.545454545,house,113
M001143,4,9,541,0.442504135,171,-0.402,2.6,Betty McCollum,D,14,9,0.275862069,110,MN,"[(Health, 83), (Taxation, 50), (International affairs, 49), (Armed forces and national security, 47), (Crime and law enforcement, 43)]","[(International affairs, 2), (Native Americans, 2), (Health, 2), (Water resources development, 1), (Congress, 1)]",1192,93.37,blue,20,0.444444444,house,113
M001144,12,28,271,0.472020943,136,0.875,5.29,Jeff Miller,R,14,28,0.511755952,17,FL,"[(Health, 43), (Armed forces and national security, 41), (Taxation, 28), (International affairs, 26), (Government operations and politics, 22)]","[(Armed forces and national security, 19), (Public lands and natural resources, 2), (Crime and law enforcement, 1), (Congress, 1), (Immigration, 1)]",1192,93.36,red,20,0.428571429,house,113
S000510,2,9,244,0.542763158,47,-0.296,10.91,Adam Smith,D,18,9,0.275862069,110,WA,"[(International affairs, 36), (Health, 28), (Armed forces and national security, 22), (Crime and law enforcement, 16), (Taxation, 14)]","[(Armed forces and national security, 2), (Crime and law enforcement, 1), (Immigration, 1), (Transportation and public works, 1), (Foreign trade and international finance, 1)]",1192,92.94,blue,20,0.222222222,house,113
S001179,13,21,343,0.468554769,141,0.541,4.95,Aaron Schock,R,6,21,0.211111111,157,IL,"[(Health, 71), (Taxation, 50), (International affairs, 33), (Armed forces and national security, 29), (Government operations and politics, 18)]","[(Taxation, 9), (Health, 3), (Foreign trade and international finance, 1), (Economics and public finance, 1), (Congress, 1)]",1192,92.59,red,20,0.619047619,house,113
S001172,1,7,107,0.508135141,80,0.695,1.26,Adrian Smith,R,8,7,0.226190476,144,NE,"[(Taxation, 13), (Health, 13), (Environmental protection, 10), (Armed forces and national security, 9), (Finance and financial sector, 8)]","[(Health, 3), (Government operations and politics, 1), (Transportation and public works, 1), (Water resources development, 1), (Immigration, 1)]",1192,97.03,red,20,0.142857143,house,113
S001170,3,21,609,0.431596232,181,-0.331,3.36,Carol Shea-Porter,D,6,21,0.295566502,99,NH,"[(Health, 109), (Armed forces and national security, 87), (Taxation, 53), (Education, 45), (Government operations and politics, 34)]","[(Armed forces and national security, 6), (Taxation, 3), (Government operations and politics, 2), (International affairs, 2), (Health, 2)]",1192,93.75,blue,20,0.142857143,house,113
S001177,0,18,157,0.483992625,126,,0,Gregorio Sablan,D,6,18,0.398467433,51,MP,"[(Education, 26), (Health, 19), (Armed forces and national security, 13), (Labor and employment, 10), (Civil rights and liberties, minority issues, 10)]","[(Public lands and natural resources, 5), (Education, 4), (Government operations and politics, 3), (Crime and law enforcement, 3), (Immigration, 1)]",0,0,blue,20,0,house,113
S001176,1,11,165,0.50385208,85,0.772,1.59,Steve Scalise,R,8,11,0.24469697,130,LA,"[(Health, 31), (Taxation, 16), (Economics and public finance, 12), (Armed forces and national security, 11), (Finance and financial sector, 11)]","[(Taxation, 3), (Science, technology, communications, 2), (Government operations and politics, 1), (Crime and law enforcement, 1), (Economics and public finance, 1)]",1192,96.25,red,20,0.090909091,house,113
R000515,0,16,480,0.431798246,180,-0.417,40.6,Bobby Rush,D,22,16,0.275862069,110,IL,"[(Health, 89), (Armed forces and national security, 61), (International affairs, 40), (Government operations and politics, 34), (Taxation, 34)]","[(Commerce, 5), (Crime and law enforcement, 2), (Health, 2), (Science, technology, communications, 2), (Immigration, 1)]",1192,92.09,blue,20,0,house,113
O000170,5,14,366,0.467824274,140,-0.404,0.25,Beto O'Rourke,D,2,14,0.295566502,99,TX,"[(Armed forces and national security, 112), (Health, 42), (Government operations and politics, 27), (International affairs, 24), (Education, 21)]","[(Armed forces and national security, 5), (Government operations and politics, 2), (Immigration, 2), (Families, 1), (Transportation and public works, 1)]",1192,94.03,blue,20,0.357142857,house,113
N000002,2,22,367,0.494944787,114,-0.499,3.36,Jerrold Nadler,D,24,22,0.294670846,101,NY,"[(Health, 39), (Crime and law enforcement, 34), (Government operations and politics, 33), (Taxation, 25), (Labor and employment, 24)]","[(Taxation, 3), (Law, 3), (Crime and law enforcement, 2), (Transportation and public works, 2), (Immigration, 2)]",1192,94.36,blue,20,0.090909091,house,113
M000087,11,47,385,0.517669173,84,-0.168,4.53,Carolyn Maloney,D,22,47,0.399119589,50,NY,"[(Health, 51), (International affairs, 41), (Crime and law enforcement, 38), (Government operations and politics, 33), (Armed forces and national security, 24)]","[(Health, 7), (Crime and law enforcement, 5), (International affairs, 5), (Education, 5), (Government operations and politics, 4)]",1192,94.11,blue,20,0.234042553,house,113
L000263,1,5,253,0.514874142,92,-0.345,0.17,Sander Levin,D,32,5,0.275862069,110,MI,"[(Health, 47), (International affairs, 37), (Government operations and politics, 16), (Crime and law enforcement, 15), (Taxation, 14)]","[(Taxation, 2), (Foreign trade and international finance, 1), (Labor and employment, 1), (Economics and public finance, 1)]",1192,94.37,blue,20,0.2,house,113
S001187,20,24,465,0.420604546,210,0.579,2.85,Steve Stivers,R,4,24,0.310069444,86,OH,"[(Health, 96), (Armed forces and national security, 64), (Finance and financial sector, 50), (International affairs, 48), (Taxation, 46)]","[(Finance and financial sector, 6), (Government operations and politics, 4), (Health, 3), (Armed forces and national security, 2), (Housing and community development, 2)]",1192,91.36,red,20,0.833333333,house,113
S001185,2,4,215,0.511627907,98,-0.31,2.52,Terri Sewell,D,4,4,0.896551724,4,AL,"[(Armed forces and national security, 31), (Health, 24), (Finance and financial sector, 18), (Taxation, 16), (Education, 15)]","[(Taxation, 2), (Civil rights and liberties, minority issues, 1), (Public lands and natural resources, 1)]",1192,90.1,blue,20,0.5,house,113
S001183,2,14,221,0.443230747,180,0.902,2.94,David Schweikert,R,4,14,0.192261905,176,AZ,"[(Health, 38), (International affairs, 20), (Taxation, 16), (Finance and financial sector, 16), (Armed forces and national security, 15)]","[(Economics and public finance, 4), (Finance and financial sector, 2), (Housing and community development, 2), (International affairs, 2), (Crime and law enforcement, 1)]",1192,93.26,red,20,0.142857143,house,113
S001180,7,21,205,0.506931964,104,-0.257,2.1,Kurt Schrader,D,6,21,0.486042693,28,OR,"[(Health, 30), (Taxation, 21), (Government operations and politics, 17), (Armed forces and national security, 14), (Public lands and natural resources, 10)]","[(Government operations and politics, 3), (Native Americans, 3), (Taxation, 2), (Agriculture and food, 2), (Health, 2)]",1192,83.72,blue,20,0.333333333,house,113
S001188,1,9,157,0.411545164,216,0.959,2.85,Marlin Stutzman,R,6,9,0.175925926,191,IN,"[(Health, 26), (Taxation, 15), (Armed forces and national security, 13), (Finance and financial sector, 13), (Government operations and politics, 12)]","[(Finance and financial sector, 3), (Crime and law enforcement, 1), (Water resources development, 1), (Armed forces and national security, 1), (Housing and community development, 1)]",1192,93.78,red,20,0.111111111,house,113
